ds,y,unique_id
1181,1822.2,gold
1182,1814.1,gold
1183,1814.5,gold
1184,1808.9,gold
1185,1763.1,gold
1186,1726.5,gold
1187,1731.7,gold
1188,1753.3,gold
1189,1751.8,gold
1190,1778.2,gold
1191,1789.8,gold
1192,1787.8,gold
1193,1784.4,gold
1194,1783.1,gold
1195,1784.0,gold
1196,1806.3,gold
1197,1808.5,gold
1198,1791.0,gold
1199,1795.2,gold
1200,1819.5,gold
1201,1812.2,gold
1202,1818.1,gold
1203,1816.0,gold
1204,1811.5,gold
1205,1833.7,gold
1206,1798.5,gold
1207,1797.4,gold
1208,1793.5,gold
1209,1800.0,gold
1210,1792.1,gold
1211,1794.4,gold
1212,1807.1,gold
1213,1794.8,gold
1214,1756.7,gold
1215,1751.4,gold
1216,1763.8,gold
1217,1778.2,gold
1218,1778.8,gold
1219,1749.8,gold
1220,1751.7,gold
1221,1752.0,gold
1222,1737.5,gold
1223,1722.9,gold
1224,1757.0,gold
1225,1758.4,gold
1226,1767.6,gold
1227,1760.9,gold
1228,1761.8,gold
1229,1759.2,gold
1230,1757.4,gold
1231,1755.7,gold
1232,1759.3,gold
1233,1794.7,gold
1234,1797.9,gold
1235,1768.3,gold
1236,1765.7,gold
1237,1770.5,gold
1238,1784.9,gold
1239,1781.9,gold
1240,1796.3,gold
1241,1806.8,gold
1242,1793.4,gold
1243,1798.8,gold
1244,1802.6,gold
1245,1783.9,gold
1246,1795.8,gold
1247,1789.4,gold
1248,1763.9,gold
1249,1793.5,gold
1250,1816.8,gold
1251,1828.0,gold
1252,1830.8,gold
1253,1848.3,gold
1254,1863.9,gold
1255,1868.5,gold
1256,1866.6,gold
1257,1854.1,gold
1258,1870.2,gold
1259,1861.4,gold
1260,1851.6,gold
1261,1806.3,gold
1262,1783.8,gold
1263,1784.3,gold
1264,1788.1,gold
1265,1786.9,gold
1266,1785.2,gold
1267,1776.5,gold
1268,1784.3,gold
1269,1762.7,gold
1270,1783.9,gold
1271,1779.5,gold
1272,1784.7,gold
1273,1785.5,gold
1274,1776.7,gold
1275,1784.8,gold
1276,1788.3,gold
1277,1772.3,gold
1278,1764.5,gold
1279,1798.2,gold
1280,1804.9,gold
1281,1794.6,gold
1282,1788.7,gold
1283,1802.2,gold
1284,1811.7,gold
1285,1808.8,gold
1286,1810.9,gold
1287,1805.8,gold
1288,1814.1,gold
1289,1828.6,gold
