ds,y,unique_id
1232,22.514,silver
1233,23.17,silver
1234,23.477,silver
1235,23.349,silver
1236,23.264,silver
1237,23.883,silver
1238,24.445,silver
1239,24.17,silver
1240,24.449,silver
1241,24.592,silver
1242,24.088,silver
1243,24.191,silver
1244,24.12,silver
1245,23.949,silver
1246,24.073,silver
1247,23.507,silver
1248,23.231,silver
1249,23.911,silver
1250,24.157,silver
1251,24.542,silver
1252,24.318,silver
1253,24.772,silver
1254,25.301,silver
1255,25.346,silver
1256,25.105,silver
1257,24.944,silver
1258,25.167,silver
1259,24.9,silver
1260,24.781,silver
1261,24.297,silver
1262,23.435,silver
1263,23.496,silver
1264,23.135,silver
1265,23.135,silver
1266,22.852,silver
1267,22.815,silver
1268,22.339,silver
1269,22.316,silver
1270,22.481,silver
1271,22.263,silver
1272,22.523,silver
1273,22.432,silver
1274,22.013,silver
1275,22.195,silver
1276,22.328,silver
1277,21.924,silver
1278,21.545,silver
1279,22.485,silver
1280,22.533,silver
1281,22.291,silver
1282,22.529,silver
1283,22.819,silver
1284,22.94,silver
1285,22.989,silver
1286,23.121,silver
1287,22.858,silver
1288,23.06,silver
1289,23.352,silver
