,unique_id,ds,cutoff,Informer,Autoformer,PatchTST,y
236,silver,1268,1267,0.92070276,0.9506394,0.9396316,0.7975771505760822
237,silver,1269,1268,0.8366384,0.8432934,0.842082,0.7921209929436909
238,silver,1270,1269,0.81245774,0.85426724,0.79246646,0.8312629933499777
239,silver,1271,1270,0.8436591,0.8529364,0.84147596,0.7795481079647026
240,silver,1272,1271,0.79055035,0.8143882,0.82534915,0.8412264116352136
241,silver,1273,1272,0.8412868,0.8685025,0.85037524,0.8196390053505344
242,silver,1274,1273,0.82846975,0.8281366,0.86715996,0.720242046743057
243,silver,1275,1274,0.7331895,0.7093213,0.74213684,0.7634168593124148
244,silver,1276,1275,0.7601624,0.74392974,0.7658596,0.79496768388233
245,silver,1277,1276,0.7835408,0.7877784,0.7953626,0.6991290889481506
246,silver,1278,1277,0.7088649,0.69560856,0.72483885,0.6092211001361364
247,silver,1279,1278,0.63625115,0.71550465,0.6305666,0.8322118903295235
248,silver,1280,1279,0.81846255,0.9231536,0.8239135,0.8435986540840799
249,silver,1281,1280,0.842478,0.9930913,0.86545855,0.7861903868215266
250,silver,1282,1281,0.7812281,0.91290295,0.7985561,0.8426497571045332
251,silver,1283,1282,0.83780557,0.94835055,0.8480065,0.911444788121642
252,silver,1284,1283,0.89752656,0.95912796,0.91025466,0.940148921752919
253,silver,1285,1284,0.9105314,0.9807498,0.9237548,0.9517729097523614
254,silver,1286,1285,0.9159561,0.9854413,0.94870937,0.9830865100773898
255,silver,1287,1286,0.97230524,1.0090739,0.9833797,0.920696533672219
256,silver,1288,1287,0.9248499,0.9445255,0.9316751,0.9686158311393083
257,silver,1289,1288,0.9343633,0.944653,0.95306504,1.0378853106461907
